round,client_id,trust_score
10,40,0.138171
10,7,-1.22853
10,1,0.242556
10,17,-1.22853
10,15,-0.387884
10,14,-0.322385
10,8,-0.271222
10,6,0.095987
10,34,0.234963
10,5,-0.333764
10,37,-0.524842
10,27,0.185428
10,2,-0.576485
10,47,-0.675342
10,49,0.09292
10,13,0.254751
10,44,0.196942
10,32,-0.813
10,36,-0.026945
10,46,0.184508
10,12,0.296065
10,45,-0.023925
10,41,0.264737
10,26,-0.218945
10,28,0.090174
10,0,-0.813
10,10,0.395716
10,21,-0.052821
10,9,0.447486
10,24,-0.14314
10,22,-0.334249
10,38,-0.167394
10,16,-1.22853
10,29,-0.097468
10,35,0.114863
10,18,0.26448
10,23,-0.172008
10,4,-0.36089
10,43,0.093405
10,39,-0.813
10,42,0.201325
10,20,0.123876
10,3,-0.813
10,25,0.171824
10,31,0.254562
10,33,-0.23551
10,48,0.009762
10,11,0.010376
10,19,-0.306329
10,30,-0.3
11,40,0.18768
11,7,-1.22853
11,1,0.242556
11,17,-1.405677
11,15,-0.376574
11,14,-0.267543
11,8,-0.442608
11,6,0.095987
11,34,0.234963
11,5,-0.333764
11,37,-0.490149
11,27,0.185428
11,2,-0.62678
11,47,-0.675342
11,49,0.09292
11,13,0.307149
11,44,0.248822
11,32,-1.0317
11,36,-0.026945
11,46,0.256548
11,12,0.296065
11,45,-0.023925
11,41,0.264737
11,26,-0.218945
11,28,0.090174
11,0,-1.0317
11,10,0.395716
11,21,-0.041397
11,9,0.447486
11,24,-0.14314
11,22,-0.334249
11,38,-0.167394
11,16,-1.22853
11,29,-0.097468
11,35,0.143719
11,18,0.26448
11,23,-0.160949
11,4,-0.35722
11,43,0.146127
11,39,-0.813
11,42,0.201325
11,20,0.123876
11,3,-1.0317
11,25,0.171824
11,31,0.301375
11,33,-0.23551
11,48,0.048182
11,11,0.010376
11,19,-0.306329
11,30,-0.3
12,40,0.198882
12,7,-1.22853
12,1,0.242556
12,17,-1.405677
12,15,-0.385922
12,14,-0.267543
12,8,-0.442608
12,6,0.091829
12,34,0.234963
12,5,-0.333764
12,37,-0.490149
12,27,0.060431
12,2,-0.62678
12,47,-0.726195
12,49,0.170441
12,13,0.307149
12,44,0.283707
12,32,-1.22853
12,36,-0.024676
12,46,0.256548
12,12,0.322189
12,45,-0.023925
12,41,0.285296
12,26,-0.497051
12,28,0.090174
12,0,-1.0317
12,10,0.395716
12,21,-0.032972
12,9,0.447486
12,24,-0.14314
12,22,-0.482923
12,38,-0.167394
12,16,-1.22853
12,29,-0.162853
12,35,0.129772
12,18,0.26448
12,23,-0.160949
12,4,-0.35722
12,43,0.146127
12,39,-0.813
12,42,0.218783
12,20,0.123876
12,3,-1.22853
12,25,0.239938
12,31,0.301375
12,33,-0.23551
12,48,0.048182
12,11,0.010376
12,19,-0.306329
12,30,-0.57
13,40,0.198882
13,7,-1.22853
13,1,0.242556
13,17,-1.565109
13,15,-0.373188
13,14,-0.267543
13,8,-0.510159
13,6,0.096215
13,34,0.273888
13,5,-0.371288
13,37,-0.490149
13,27,0.00993
13,2,-0.62678
13,47,-0.733716
13,49,0.224673
13,13,0.307149
13,44,0.319336
13,32,-1.22853
13,36,-0.024676
13,46,0.256548
13,12,0.368846
13,45,-0.023925
13,41,0.285296
13,26,-0.497051
13,28,0.101428
13,0,-1.22853
13,10,0.395716
13,21,-0.032972
13,9,0.447486
13,24,-0.14314
13,22,-0.482923
13,38,-0.167394
13,16,-1.22853
13,29,-0.142014
13,35,0.194185
13,18,0.26448
13,23,-0.160949
13,4,-0.326052
13,43,0.146127
13,39,-1.0317
13,42,0.218783
13,20,0.123876
13,3,-1.405677
13,25,0.239938
13,31,0.301375
13,33,-0.23551
13,48,0.055268
13,11,0.041832
13,19,-0.306329
13,30,-0.57
14,40,0.198882
14,7,-1.22853
14,1,0.242556
14,17,-1.565109
14,15,-0.344402
14,14,-0.267543
14,8,-0.510159
14,6,0.116021
14,34,0.273888
14,5,-0.371288
14,37,-0.490149
14,27,-0.018482
14,2,-0.62678
14,47,-0.707945
14,49,0.224673
14,13,0.344678
14,44,0.319336
14,32,-1.22853
14,36,-0.024676
14,46,0.256548
14,12,0.368846
14,45,-0.027008
14,41,0.285296
14,26,-0.615128
14,28,0.101428
14,0,-1.403635
14,10,0.42975
14,21,-0.032972
14,9,0.503699
14,24,-0.108088
14,22,-0.482923
14,38,-0.167394
14,16,-1.405677
14,29,-0.122337
14,35,0.194185
14,18,0.321644
14,23,-0.160949
14,4,-0.326052
14,43,0.146127
14,39,-1.22853
14,42,0.218783
14,20,0.123876
14,3,-1.565109
14,25,0.2826
14,31,0.33417
14,33,-0.23551
14,48,0.067768
14,11,0.041832
14,19,-0.306329
14,30,-0.813
15,40,0.198882
15,7,-1.22853
15,1,0.242556
15,17,-1.565109
15,15,-0.344402
15,14,-0.267543
15,8,-0.510159
15,6,0.116021
15,34,0.266577
15,5,-0.412428
15,37,-0.533673
15,27,-0.018482
15,2,-0.62678
15,47,-0.639356
15,49,0.224673
15,13,0.406167
15,44,0.335064
15,32,-1.405677
15,36,-0.024676
15,46,0.324332
15,12,0.368846
15,45,-0.027008
15,41,0.260876
15,26,-0.615128
15,28,0.101428
15,0,-1.403635
15,10,0.437614
15,21,-0.032972
15,9,0.503699
15,24,-0.108088
15,22,-0.482923
15,38,-0.205575
15,16,-1.405677
15,29,-0.122337
15,35,0.194185
15,18,0.357662
15,23,-0.160949
15,4,-0.387515
15,43,0.146127
15,39,-1.22853
15,42,0.213584
15,20,0.165894
15,3,-1.708598
15,25,0.2826
15,31,0.33417
15,33,-0.278676
15,48,0.067768
15,11,0.039855
15,19,-0.375032
15,30,-1.0317
16,40,0.198882
16,7,-1.405677
16,1,0.242556
16,17,-1.565109
16,15,-0.35597
16,14,-0.267543
16,8,-0.510159
16,6,0.116021
16,34,0.307504
16,5,-0.450913
16,37,-0.445272
16,27,-0.018482
16,2,-0.576419
16,47,-0.632693
16,49,0.224673
16,13,0.509429
16,44,0.425965
16,32,-1.405677
16,36,-0.071971
16,46,0.324332
16,12,0.368846
16,45,0.031098
16,41,0.260876
16,26,-0.792839
16,28,0.101428
16,0,-1.403635
16,10,0.437614
16,21,-0.032972
16,9,0.503699
16,24,-0.108088
16,22,-0.482923
16,38,-0.189794
16,16,-1.565109
16,29,-0.122337
16,35,0.194185
16,18,0.357662
16,23,-0.160949
16,4,-0.343987
16,43,0.192273
16,39,-1.405677
16,42,0.213584
16,20,0.252727
16,3,-1.708598
16,25,0.348653
16,31,0.33417
16,33,-0.183494
16,48,0.067768
16,11,0.039855
16,19,-0.375032
16,30,-1.0317
17,40,0.198882
17,7,-1.405677
17,1,0.242556
17,17,-1.565109
17,15,-0.35597
17,14,-0.267543
17,8,-0.713925
17,6,0.14297
17,34,0.308344
17,5,-0.450913
17,37,-0.445272
17,27,-0.018482
17,2,-0.576419
17,47,-0.571842
17,49,0.281942
17,13,0.560579
17,44,0.425965
17,32,-1.565109
17,36,-0.063795
17,46,0.324332
17,12,0.368846
17,45,0.02701
17,41,0.277701
17,26,-0.792839
17,28,0.101428
17,0,-1.563272
17,10,0.437614
17,21,-0.032972
17,9,0.503699
17,24,-0.108088
17,22,-0.482923
17,38,-0.189794
17,16,-1.708598
17,29,-0.122217
17,35,0.194185
17,18,0.357662
17,23,-0.160949
17,4,-0.328098
17,43,0.219548
17,39,-1.565109
17,42,0.264971
17,20,0.294453
17,3,-1.708598
17,25,0.381689
17,31,0.33417
17,33,-0.183494
17,48,0.067768
17,11,0.039855
17,19,-0.413105
17,30,-1.0317
18,40,0.198882
18,7,-1.565109
18,1,0.242556
18,17,-1.565109
18,15,-0.343639
18,14,-0.267543
18,8,-0.880321
18,6,0.217475
18,34,0.282807
18,5,-0.450913
18,37,-0.411591
18,27,-0.018482
18,2,-0.576419
18,47,-0.571842
18,49,0.281942
18,13,0.560579
18,44,0.425965
18,32,-1.565109
18,36,-0.063795
18,46,0.394331
18,12,0.368846
18,45,0.02701
18,41,0.315225
18,26,-0.792839
18,28,0.160891
18,0,-1.706944
18,10,0.512679
18,21,-0.032972
18,9,0.503699
18,24,-0.108088
18,22,-0.439928
18,38,-0.189794
18,16,-1.837739
18,29,-0.122217
18,35,0.215096
18,18,0.450725
18,23,-0.200461
18,4,-0.266749
18,43,0.219548
18,39,-1.708598
18,42,0.264971
18,20,0.294453
18,3,-1.708598
18,25,0.381689
18,31,0.33417
18,33,-0.107711
18,48,0.067768
18,11,0.039855
18,19,-0.396657
18,30,-1.0317
19,40,0.222484
19,7,-1.565109
19,1,0.242556
19,17,-1.698706
19,15,-0.343639
19,14,-0.267543
19,8,-0.880321
19,6,0.217475
19,34,0.282807
19,5,-0.484803
19,37,-0.411591
19,27,-0.058776
19,2,-0.614014
19,47,-0.543081
19,49,0.281942
19,13,0.582967
19,44,0.430323
19,32,-1.708598
19,36,-0.063795
19,46,0.394331
19,12,0.368846
19,45,0.02701
19,41,0.344251
19,26,-0.792839
19,28,0.160891
19,0,-1.831536
19,10,0.527225
19,21,-0.032958
19,9,0.549492
19,24,-0.108088
19,22,-0.439928
19,38,-0.167532
19,16,-1.953965
19,29,-0.122217
19,35,0.202987
19,18,0.471873
19,23,-0.200461
19,4,-0.266749
19,43,0.219548
19,39,-1.708598
19,42,0.264971
19,20,0.294453
19,3,-1.837739
19,25,0.381689
19,31,0.369433
19,33,-0.107711
19,48,0.067768
19,11,0.039855
19,19,-0.396657
19,30,-1.0317
20,40,0.205449
20,7,-1.708598
20,1,0.281576
20,17,-1.698706
20,15,-0.343639
20,14,-0.267543
20,8,-1.050984
20,6,0.217475
20,34,0.258988
20,5,-0.484803
20,37,-0.574689
20,27,-0.295405
20,2,-0.841748
20,47,-0.543081
20,49,0.325372
20,13,0.582967
20,44,0.430323
20,32,-1.708598
20,36,-0.063795
20,46,0.394331
20,12,0.368846
20,45,0.02701
20,41,0.344251
20,26,-0.792839
20,28,0.166961
20,0,-1.948383
20,10,0.491416
20,21,-0.032958
20,9,0.520753
20,24,-0.108088
20,22,-0.439928
20,38,-0.167532
20,16,-2.058568
20,29,-0.122217
20,35,0.181256
20,18,0.471873
20,23,-0.283267
20,4,-0.327516
20,43,0.205411
20,39,-1.708598
20,42,0.266751
20,20,0.294453
20,3,-1.837739
20,25,0.381689
20,31,0.369433
20,33,-0.107711
20,48,0.062422
20,11,0.039855
20,19,-0.396657
20,30,-1.0317
21,40,0.205449
21,7,-1.708598
21,1,0.315864
21,17,-1.698706
21,15,-0.319969
21,14,-0.267543
21,8,-1.050984
21,6,-0.071767
21,34,0.228419
21,5,-0.484803
21,37,-0.574689
21,27,-0.295405
21,2,-1.057573
21,47,-0.543081
21,49,0.325372
21,13,0.611452
21,44,0.459746
21,32,-1.708598
21,36,-0.063795
21,46,0.47624
21,12,0.368846
21,45,0.02701
21,41,0.344251
21,26,-1.013555
21,28,0.166961
21,0,-1.948383
21,10,0.476597
21,21,-0.032958
21,9,0.473347
21,24,-0.108088
21,22,-0.695935
21,38,-0.329861
21,16,-2.058568
21,29,-0.122217
21,35,0.17674
21,18,0.471873
21,23,-0.358348
21,4,-0.327516
21,43,0.229679
21,39,-1.708598
21,42,0.262073
21,20,0.294453
21,3,-1.837739
21,25,0.381689
21,31,0.369433
21,33,-0.107711
21,48,0.074592
21,11,-0.01887
21,19,-0.603067
21,30,-1.0317
22,40,0.205449
22,7,-1.708598
22,1,0.519944
22,17,-1.828835
22,15,-0.436928
22,14,-0.237437
22,8,-1.050984
22,6,-0.004888
22,34,0.157335
22,5,-0.484803
22,37,-0.574689
22,27,-0.295405
22,2,-1.017274
22,47,-0.543081
22,49,0.325372
22,13,0.611452
22,44,0.459746
22,32,-1.708598
22,36,-0.063795
22,46,0.47624
22,12,0.508178
22,45,0.02701
22,41,0.344251
22,26,-1.2122
22,28,0.166961
22,0,-1.948383
22,10,0.611006
22,21,0.024016
22,9,0.473347
22,24,-0.056893
22,22,-0.623207
22,38,-0.364411
22,16,-2.058568
22,29,-0.11313
22,35,0.17674
22,18,0.471873
22,23,-0.358348
22,4,-0.327516
22,43,0.229679
22,39,-1.837739
22,42,0.26243
22,20,0.294453
22,3,-1.837739
22,25,0.381689
22,31,0.422099
22,33,-0.107711
22,48,0.074592
22,11,-0.01887
22,19,-0.610124
22,30,-1.22853
23,40,0.205449
23,7,-1.837739
23,1,0.564518
23,17,-1.936702
23,15,-0.436928
23,14,-0.237437
23,8,-1.050984
23,6,-0.086737
23,34,0.155504
23,5,-0.484803
23,37,-0.516334
23,27,-0.327474
23,2,-1.035073
23,47,-0.543081
23,49,0.391701
23,13,0.611452
23,44,0.459746
23,32,-1.837739
23,36,-0.063795
23,46,0.47624
23,12,0.508178
23,45,0.024695
23,41,0.38162
23,26,-1.2122
23,28,0.166961
23,0,-1.948383
23,10,0.611006
23,21,0.036178
23,9,0.473347
23,24,-0.056893
23,22,-0.595696
23,38,-0.364411
23,16,-2.152711
23,29,-0.11313
23,35,0.17674
23,18,0.471873
23,23,-0.404154
23,4,-0.268074
23,43,0.229679
23,39,-1.837739
23,42,0.26243
23,20,0.294453
23,3,-1.837739
23,25,0.406626
23,31,0.422099
23,33,-0.107711
23,48,0.080329
23,11,-0.01737
23,19,-0.610124
23,30,-1.22853
24,40,0.205449
24,7,-1.953965
24,1,0.564518
24,17,-1.936702
24,15,-0.436928
24,14,-0.237437
24,8,-1.050984
24,6,-0.086737
24,34,0.190366
24,5,-0.484803
24,37,-0.516334
24,27,-0.284751
24,2,-1.064676
24,47,-0.543081
24,49,0.391701
24,13,0.611452
24,44,0.459746
24,32,-1.953965
24,36,-0.06782
24,46,0.47624
24,12,0.544868
24,45,0.024695
24,41,0.38162
24,26,-1.2122
24,28,0.166961
24,0,-1.975551
24,10,0.611006
24,21,0.069866
24,9,0.473347
24,24,-0.06118
24,22,-0.595696
24,38,-0.286887
24,16,-2.23744
24,29,-0.11313
24,35,0.17674
24,18,0.471873
24,23,-0.423683
24,4,-0.166312
24,43,0.229679
24,39,-1.953965
24,42,0.341621
24,20,0.361801
24,3,-1.837739
24,25,0.406626
24,31,0.422099
24,33,-0.070653
24,48,0.094383
24,11,-0.01737
24,19,-0.582286
24,30,-1.22853
25,40,0.205449
25,7,-2.058568
25,1,0.564518
25,17,-1.936702
25,15,-0.436928
25,14,-0.237437
25,8,-1.245886
25,6,-0.086737
25,34,0.190366
25,5,-0.484803
25,37,-0.626068
25,27,-0.284751
25,2,-1.064676
25,47,-0.543081
25,49,0.416145
25,13,0.611452
25,44,0.459746
25,32,-2.058568
25,36,-0.06782
25,46,0.499901
25,12,0.490034
25,45,-0.123378
25,41,0.315345
25,26,-1.360234
25,28,0.166961
25,0,-1.975551
25,10,0.611006
25,21,0.069866
25,9,0.473347
25,24,-0.25311
25,22,-0.595696
25,38,-0.286887
25,16,-2.23744
25,29,-0.11313
25,35,0.159413
25,18,0.499982
25,23,-0.423683
25,4,-0.166312
25,43,0.240801
25,39,-1.953965
25,42,0.314077
25,20,0.332287
25,3,-1.837739
25,25,0.415508
25,31,0.422099
25,33,-0.070653
25,48,0.092076
25,11,0.032213
25,19,-0.78354
25,30,-1.22853
26,40,0.205449
26,7,-2.058568
26,1,0.564518
26,17,-1.936702
26,15,-0.436928
26,14,-0.237437
26,8,-1.245886
26,6,-0.086737
26,34,0.190366
26,5,-0.59749
26,37,-0.565977
26,27,-0.345885
26,2,-1.064676
26,47,-0.543081
26,49,0.416145
26,13,0.609303
26,44,0.459746
26,32,-2.152711
26,36,-0.06782
26,46,0.495583
26,12,0.490034
26,45,-0.139408
26,41,0.359714
26,26,-1.360234
26,28,0.18631
26,0,-2.077996
26,10,0.669896
26,21,0.069866
26,9,0.473347
26,24,-0.25311
26,22,-0.595696
26,38,-0.260278
26,16,-2.313696
26,29,-0.099737
26,35,0.201146
26,18,0.529344
26,23,-0.423683
26,4,-0.166312
26,43,0.240801
26,39,-1.953965
26,42,0.290526
26,20,0.34569
26,3,-1.837739
26,25,0.415508
26,31,0.422099
26,33,-0.070653
26,48,0.092076
26,11,0.032213
26,19,-0.837601
26,30,-1.405677
27,40,0.247461
27,7,-2.058568
27,1,0.60141
27,17,-1.936702
27,15,-0.450451
27,14,-0.232777
27,8,-1.245886
27,6,-0.086737
27,34,0.190366
27,5,-0.627004
27,37,-0.565977
27,27,-0.345885
27,2,-0.995992
27,47,-0.543081
27,49,0.416145
27,13,0.609303
27,44,0.502114
27,32,-2.152711
27,36,-0.06782
27,46,0.495583
27,12,0.519501
27,45,-0.139408
27,41,0.359714
27,26,-1.341909
27,28,0.18631
27,0,-2.077996
27,10,0.669896
27,21,0.081964
27,9,0.549817
27,24,-0.25311
27,22,-0.592271
27,38,-0.260278
27,16,-2.313696
27,29,-0.109375
27,35,0.201146
27,18,0.529344
27,23,-0.423683
27,4,-0.111888
27,43,0.289064
27,39,-2.058568
27,42,0.312318
27,20,0.34569
27,3,-1.837739
27,25,0.415508
27,31,0.422099
27,33,-0.070653
27,48,0.113649
27,11,0.032213
27,19,-0.847963
27,30,-1.565109
28,40,0.247461
28,7,-2.152711
28,1,0.60141
28,17,-1.936702
28,15,-0.427424
28,14,-0.188417
28,8,-1.23487
28,6,-0.080441
28,34,0.190366
28,5,-0.627004
28,37,-0.565977
28,27,-0.395574
28,2,-0.995992
28,47,-0.543081
28,49,0.416145
28,13,0.609303
28,44,0.512519
28,32,-2.152711
28,36,-0.0857
28,46,0.520835
28,12,0.519501
28,45,-0.12642
28,41,0.398026
28,26,-1.341909
28,28,0.18631
28,0,-2.072262
28,10,0.669896
28,21,0.081964
28,9,0.606893
28,24,-0.226845
28,22,-0.592271
28,38,-0.260278
28,16,-2.313696
28,29,-0.109147
28,35,0.201146
28,18,0.529344
28,23,-0.423683
28,4,-0.111888
28,43,0.289064
28,39,-2.058568
28,42,0.312318
28,20,0.34569
28,3,-1.953965
28,25,0.45607
28,31,0.467274
28,33,-0.029449
28,48,0.113649
28,11,0.043888
28,19,-0.847963
28,30,-1.565109
29,40,0.247461
29,7,-2.152711
29,1,0.60141
29,17,-1.99344
29,15,-0.395063
29,14,-0.188417
29,8,-1.23487
29,6,-0.080441
29,34,0.190366
29,5,-0.627004
29,37,-0.565977
29,27,-0.450725
29,2,-0.995992
29,47,-0.543081
29,49,0.416145
29,13,0.609303
29,44,0.535908
29,32,-2.23744
29,36,-0.0857
29,46,0.533716
29,12,0.519501
29,45,-0.135432
29,41,0.398026
29,26,-1.341909
29,28,0.156526
29,0,-2.072262
29,10,0.672842
29,21,0.081964
29,9,0.606893
29,24,-0.226845
29,22,-0.592271
29,38,-0.223869
29,16,-2.382327
29,29,-0.072967
29,35,0.233207
29,18,0.529344
29,23,-0.423683
29,4,-0.111888
29,43,0.314746
29,39,-2.152711
29,42,0.353366
29,20,0.364589
29,3,-1.953965
29,25,0.45607
29,31,0.492187
29,33,-0.079086
29,48,0.113649
29,11,0.043888
29,19,-0.847963
29,30,-1.708598
30,40,0.247461
30,7,-2.152711
30,1,0.60141
30,17,-2.094096
30,15,-0.427577
30,14,-0.220901
30,8,-1.411383
30,6,-0.080441
30,34,0.163453
30,5,-0.795824
30,37,-0.565977
30,27,-0.450725
30,2,-0.995992
30,47,-0.543081
30,49,0.465508
30,13,0.660191
30,44,0.535908
30,32,-2.313696
30,36,-0.140009
30,46,0.601629
30,12,0.519501
30,45,-0.16865
30,41,0.398026
30,26,-1.341909
30,28,0.152677
30,0,-2.072262
30,10,0.672842
30,21,0.070956
30,9,0.651509
30,24,-0.201349
30,22,-0.592271
30,38,-0.223869
30,16,-2.382327
30,29,-0.072967
30,35,0.233207
30,18,0.594141
30,23,-0.423683
30,4,-0.09322
30,43,0.314746
30,39,-2.152711
30,42,0.353366
30,20,0.333217
30,3,-1.953965
30,25,0.45607
30,31,0.492187
30,33,-0.079086
30,48,0.11015
30,11,0.043888
30,19,-0.847963
30,30,-1.708598
